Drug_Database,Targets
lomustine_PubChem,"['DDIT3', 'SRXN1', 'ATRX', 'H2AX', 'SOCS1', 'STMN4', 'ABCB1', 'MGMT', 'CDKN1A', 'ADK', 'POLH', 'STMN1', 'CYP3A4', 'INA', 'IDH1', 'CYP2D6', 'ACE2']"
lacosamide_PubChem,"['SCN11A', 'Scn2a', 'SCN4A', 'SCN5A', 'SCN1A', 'SCN3A', 'CYP2C9', 'SCN9A', 'CYP2C19', 'Scn10a', 'SCN8A', 'SCN10A', 'SCN7A', 'Scn3a', 'SCN2A', 'CYP3A4', 'DPYSL2']"
codeine_PubChem,"['OPRD1', 'MRGPRX2', 'CXCL8', 'OPRK1', 'AR', 'OPRM1', 'KCNH2', 'UGT2B7', 'UGT2B4', 'CCL5', 'SLC22A1', 'CCL2', 'CYP3A4', 'CES2', 'Cyp2d22', 'ABCB1', 'CYP2D6']"
zolpidem_PubChem,"['GABRA2', 'AR', 'CYP1A2', 'GABRB3', 'TSPO', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRG3', 'CYP2C19', 'GABRA3', 'HSD17B10', 'CYP3A4', 'GABRG2', 'CYP3A5', 'CYP2C9', 'CYP2D6']"
brimonidine_PubChem,"['HPGD', 'ALDH1A1', 'CFTR', 'RGS4', 'SLC22A2', 'KDM4E', 'ADRA2B', 'EHMT2', 'AOX1', 'PRKCA', 'RHOA', 'ADRA2C', 'CREB1', 'ADRA2A', 'VDR', 'AGT', 'PRKCD']"
camphor_PubChem,"['Trpv3', 'Cyp2b1', 'CYP2B6', 'ACHE', 'GABRB2', 'GABRA1', 'SPARC', 'Trpa1', 'ESR1', 'TRPV1', 'PGR', 'TRPA1', 'MPO', 'GABRG2', 'TRPV3', 'RUNX2', 'COL1A2']"
brinzolamide_PubChem,"['CA3', 'HLA-B', 'CA5A', 'NCE103', 'Car5a', 'ARHGAP45', 'HLA-A', 'CA14', 'canA', 'CA6', 'CA2', 'CA7', 'CYP3A4', 'CA4', 'CA5B', 'CA9', 'CA1']"
amprenavir_PubChem,"['CCL3', 'NOS3', 'CYP2B6', 'ABCC1', 'CYP2C9', 'CYP2C19', 'CCL2', 'CTSD', 'SLCO1B1', 'ALDH1L1', 'NR1I2', 'CYP3A4', 'TFAP2A', 'CYP3A5', 'ABCB1', 'ABCB11', 'CYP2D6']"
tazarotene_PubChem,"['STS', 'PML', 'RARG', 'CASP3', 'SLC5A5', 'RARA', 'KCNH2', 'MAPK3', 'MAPK1', 'CYP2C8', 'RXRB', 'TP73', 'BCL2', 'NFE2L2', 'RARB', 'RB1', 'BAX']"
estramustine_PubChem,"['HEXB', 'POLK', 'AR', 'BLM', 'BAX', 'KLK3', 'USP1', 'BCL2', 'KAT2A', 'ESR2', 'CYP3A4', 'MAP1A', 'ESR1', 'VDR', 'TDP1', 'ABCB1', 'MAP2']"
lorcaserin_PubChem,"['FMO1', 'HTR2B', 'UGT1A9', 'HTR2A', 'CYP2B6', 'CYP1A2', 'HTR2C', 'CYP2A6', 'UGT1A6', 'UGT2B7', 'CYP2C19', 'UGT2B15', 'CYP3A4', 'CYP1A1', 'UGT2B17', 'CYP2D6']"
olopatadine_PubChem,"['S100A1', 'FMO1', 'HRH1', 'S100A2', 'S100B', 'S100A13', 'TAC1', 'FMO3', 'HRH2', 'S100A12', 'ALB', 'IL4', 'TNF', 'CYP3A4', 'HRH3', 'ABCB1']"
sulfadiazine_PubChem,"['folP', 'G6PD', 'NAT2', 'MTOR', 'CYP2C9', 'CYP2C8', 'CA6', 'SLC6A4', 'IL6', 'CA2', 'SHANK2', 'CYP3A4', 'CA1', 'LPO', 'OLIG2', 'GRIN1']"
clevidipine_PubChem,"['NR1H4', 'CACNA1D', 'CYP2E1', 'BCHE', 'NCOA2', 'CYP1A1', 'CACNA1F', 'CYP1B1', 'CYP2C19', 'CACNA1B', 'CYP3A4', 'CACNA1S', 'CACNG1', 'CYP2C9', 'CACNA1C', 'CYP2D6']"
trandolapril_PubChem,"['ADRB1', 'CES1', 'ACE', 'Ren2', 'PTPRD', 'ACHE', 'CAT', 'SLC15A1', 'CYBA', 'FN1', 'SLC15A2', 'SOD2', 'REN', 'AGT', 'NCF1', 'ACE2']"
ticlopidine_PubChem,"['CYP2B6', 'CYP2E1', 'HLA-B', 'CYP1A2', 'HLA-DRB1', 'HLA-A', 'P2RY12', 'CYP2C8', 'CYP2C19', 'CYP3A4', 'PTAFR', 'HLA-C', 'CYP2C9', 'HLA-DQB1', 'MPO', 'CYP2D6']"
sincalide_PubChem,"['CEBPB', 'Cckar', 'XBP1', 'ABCC2', 'NFKBIB', 'RXRA', 'IL6', 'CCKBR', 'IL1B', 'ERN1', 'CCKAR', 'TNF', 'NFKBIA', 'CEBPA', 'SLCO1B3', 'CRK']"
prasugrel_PubChem,"['SIRT1', 'CREB1', 'UBE2I', 'CYP2B6', 'P2RY12', 'CYP2C19', 'ALB', 'CYP3A4', 'CES2', 'MIR22', 'NFKBIA', 'CYP3A5', 'NTRK1', 'CYP2C9', 'PEAR1', 'BDNF']"
cefadroxil_PubChem,"['SLC22A8', 'HLA-B', 'SLC22A6', 'dacC', 'ANPEP', 'mrdA', 'HLA-G', 'ABCC2', 'mrcB', 'mrcA', 'SLC15A1', 'ftsI', 'SLC15A2', 'CYP3A4', 'NR1I2', 'SLC22A5']"
ambrisentan_PubChem,"['NOS3', 'UGT1A9', 'EDNRA', 'UGT2B7', 'EDN1', 'UGT1A3', 'CYP2C19', 'SLCO1B1', 'IL6', 'IL1B', 'TNF', 'CYP3A4', 'EDNRB', 'CYP3A5', 'ABCB1', 'SLCO1B3']"
cefazolin_PubChem,"['SLC22A11', 'TPMT', 'IL15', 'SLC22A8', 'IL2', 'SLC22A6', 'EHMT2', 'ABCC4', 'mrdA', 'mrcB', 'mrcA', 'ftsI', 'KDM4A', 'PON1', 'ALB', 'pbpC']"
glipizide_PubChem,"['AKR1C1', 'G6PD', 'PPARG', 'PCK1', 'ABCC8', 'KCNJ11', 'SLC2A4', 'AKR1C3', 'UGT1A1', 'ALB', 'KCNJ1', 'CYP2C9', 'ABCB11', 'KCNJ10', 'AKR1C2']"
formoterol_PubChem,"['ADRB1', 'ADRB3', 'UGT1A9', 'CYP2A6', 'ADRB2', 'UGT2B7', 'SLC22A4', 'SLC22A1', 'CYP2C19', 'ALB', 'CYP2C9', 'UGT1A8', 'SLC22A3', 'CYP2D6', 'SLC22A5']"
amobarbital_PubChem,"['GABRA2', 'CHRNA4', 'NOS2', 'GABRA1', 'UGT2B7', 'UGT2B4', 'GABRA5', 'GABRA4', 'GRIA2', 'GABRA6', 'GABRA3', 'TNF', 'GRIK2', 'CHRFAM7A', 'UGT2B15']"
cefdinir_PubChem,"['SLC22A8', 'ACP1', 'SLC22A6', 'dacC', 'SUMO1', 'mrdA', 'CTDSP1', 'mrcB', 'SLC15A1', 'mrcA', 'ftsI', 'KDM4A', 'SLC15A2', 'MPO', 'SLC22A5']"
rilpivirine_PubChem,"['CYP2B6', 'CYP2E1', 'CYP2C8', 'CYP2C19', 'ABCG2', 'ALB', 'SCN10A', 'SLCO1B1', 'CYP3A4', 'NR1I2', 'CYP2C9', 'gag-pol', 'ABCB1', 'SLCO1B3', 'CYP2D6']"
nadolol_PubChem,"['ADRB1', 'LPL', 'SLCO1A2', 'ADRB3', 'SLC47A2', 'ADRB2', 'POU2F2', 'ORM1', 'SLC22A1', 'IL10', 'ORM2', 'SLC47A1', 'IL12B', 'POU2F1', 'ABCB1']"
terazosin_PubChem,"['ADRA1A', 'CYP1A2', 'KCNH6', 'ADRA1D', 'ADRA1B', 'KCNH2', 'CYP3A5', 'CYP2C9', 'CYP2C19', 'CYP3A4', 'KCNH7', 'TGFB1', 'HTT', 'ABCB1', 'CYP2D6']"
galantamine_PubChem,"['CHRNA4', 'CHRNB2', 'BCHE', 'ACHE', 'hspb11', 'pdlim3b', 'APP', 'CHRM1', 'CYP3A4', 'CES2', 'CHAT', 'CHRNA7', 'ABCB1', 'CHRFAM7A', 'CYP2D6']"
cefuroxime_PubChem,"['GSR', 'HLA-E', 'ABCC4', 'CAT', 'ABCC2', 'IL10', 'SLC15A1', 'NR1I3', 'ABCC3', 'PPARA', 'SLC15A2', 'NFE2L2', 'MGST1', 'HLA-DQB1', 'NR1I2']"
gatifloxacin_PubChem,"['TDP1', 'PRKD3', 'CYP1A2', 'KCNH2', 'TOP2A', 'GCG', 'HSD17B10', 'ALB', 'Ins1', 'Ins2', 'PCSK1', 'VDR', 'CLK4', 'CLK2', 'GCGR']"
ranitidine_PubChem,"['PLA2G1B', 'HSPA4', 'CYP1A2', 'EHMT2', 'HRH2', 'F8', 'GRP', 'CYP2C19', 'PTH', 'CYP3A4', 'CYP2C9', 'CALCA', 'ABCB1', 'CYP2D6']"
esomeprazole_PubChem,"['ATP4A', 'SLC22A8', 'CYP2E1', 'CYP1A2', 'CYP2A6', 'CYP1A1', 'CYP2C9', 'DDAH1', 'CYP2C19', 'CYP3A4', 'ATP4B', 'CYP3A5', 'ABCB1', 'CYP2D6']"
adapalene_PubChem,"['RARG', 'RARA', 'GOT1', 'SLC22A2', 'IL10', 'RXRA', 'CRABP2', 'RXRB', 'RXRG', 'JUN', 'TLR2', 'RARB', 'USP1', 'CD1D']"
droxidopa_PubChem,"['ADRB1', 'ADRB3', 'PAH', 'DDC', 'SLC16A10', 'ADRA1D', 'ADRB2', 'ADRA2B', 'ADRA1B', 'CHRM1', 'ADRA2C', 'ADRA1A', 'ADRA2A', 'SLC6A2']"
fingolimod_PubChem,"['Kcnj5', 'CYP2E1', 'S1PR4', 'S1PR5', 'ABCC1', 'S1PR3', 'SLC1A2', 'SPHK1', 'SLC1A3', 'S1PR1', 'Trpm7', 'ABCB1', 'CYP4F2', 'HDAC1']"
doxazosin_PubChem,"['ADRA1A', 'KCNH6', 'ADRA1D', 'ADRA1B', 'KCNH2', 'MTOR', 'SLC22A1', 'CYP2C19', 'CYP3A4', 'KCNH7', 'CYP2C9', 'ATAD5', 'ABCB1', 'CYP2D6']"
ospemifene_PubChem,"['CXCL10', 'AR', 'CYP2B6', 'APOD', 'TFF1', 'CYP2C19', 'RELA', 'IL6', 'ESR2', 'CYP3A4', 'ESR1', 'CYP2C9', 'TNFRSF11B', 'CYP2D6']"
goserelin_PubChem,"['MYOD1', 'AR', 'TMPRSS2', 'TP53', 'FSHB', 'KLK3', 'GNRH1', 'BCL2', 'LHCGR', 'ESR2', 'GNRHR', 'PGR', 'ESR1', 'BGLAP']"
mafenide_PubChem,"['G6PD', 'CA12', 'NCE103', 'CA5A', 'Car5a', 'CA14', 'canA', 'CA6', 'PON1', 'CA2', 'CA4', 'CA5B', 'CA1']"
rimexolone_PubChem,"['CD28', 'IL2', 'SERPINA6', 'ESRRA', 'NR3C1', 'IFNG', 'ANXA1', 'CD4', 'TNF', 'NFE2L2', 'CYP3A4', 'CYP3A5', 'NFKBIA']"
pralatrexate_PubChem,"['TYMS', 'CASP3', 'PDF', 'SLC19A1', 'ABCC2', 'ABCC3', 'ABCG2', 'ALB', 'SLC46A1', 'RFC1', 'DHFR', 'SLCO1B3', 'FPGS']"
alfuzosin_PubChem,"['EHMT2', 'ADRA1D', 'ADRA1B', 'TAC1', 'ORM1', 'GNRH1', 'GAA', 'HSD17B10', 'ALB', 'CYP3A4', 'ADRA1A', 'FOS', 'ABCB1']"
cefotetan_PubChem,"['L3MBTL1', 'POLK', 'APOBEC3G', 'EHMT2', 'SLC12A3', 'KCNH2', 'POLI', 'cnnm2a', 'APOBEC3A', 'ALB', 'POLH', 'KDM4A', 'BAZ2B']"
tropicamide_PubChem,"['CHRM4', 'NOS2', 'GRM4', 'APOE', 'NOS1', 'CHRM5', 'RELA', 'CHRM1', 'KCNJ3', 'CHRM3', 'FOS', 'NFKB1', 'CHRM2']"
trimetrexate_PubChem,"['MEN1', 'KMT2A', 'BLM', 'PDF', 'EHMT2', 'SLC19A1', 'KRAS', 'GSTA3', 'Dhfr', 'VDR', 'ABCB1', 'DHFR', 'MAPT']"
cefotaxime_PubChem,"['SLC22A11', 'GSR', 'CBX1', 'SLC22A8', 'SLC22A6', 'EHMT2', 'SLC15A1', 'SLC22A7', 'ALB', 'SLC15A2', 'TNF', 'VDR', 'pbpC']"
tiopronin_PubChem,"['ALDH1A1', 'NOS2', 'CYP2E1', 'HLA-B', 'HMOX1', 'SOD1', 'ABCC1', 'MB', 'CCL2', 'SOD2', 'TNF', 'MPO', 'GSTP1']"
tenofovir_PubChem,"['ORF1ab', 'SLC22A6', 'NME1', 'AK2', 'ABCC1', 'SLC26A8', 'ABCC2', 'AK4', 'ABCC3', 'ABCG2', 'OCRL', 'ABCC10', 'NME2']"
tiagabine_PubChem,"['AADAT', 'SLC6A11', 'KYAT1', 'ALAS1', 'SLC6A12', 'CYP19A1', 'ABCC1', 'ABCC2', 'UGT1A1', 'CYP3A4', 'SLC6A1', 'ABCB1', 'ABAT']"
macitentan_PubChem,"['SLC10A1', 'EDNRA', 'ORM1', 'ABCC2', 'CYP2C8', 'CYP2C19', 'ABCC3', 'ALB', 'ORM2', 'CYP3A4', 'EDNRB', 'CYP2C9', 'ABCB1']"
isosorbide dinitrate_PubChem,"['PRKG1', 'NT5E', 'GUCY1A1', 'NOS3', 'CASP3', 'CYP2E1', 'G6PD', 'GUCY1A2', 'GUCY1B1', 'CYP1A1', 'GUCY1B2', 'NPR1', 'EDN1']"
ticagrelor_PubChem,"['CYP2B6', 'ABCB1', 'UGT2B7', 'CYP2C9', 'P2RY12', 'CYP2C19', 'SLCO1B1', 'ALB', 'CYP3A4', 'CYP3A5', 'CYP3A43', 'PEAR1', 'SLC29A1']"
bisacodyl_PubChem,"['ATP1B1', 'AR', 'TSHR', 'ATP1B3', 'ATP1B2', 'ATP1A2', 'ATP1A4', 'ATP1A3', 'CYP3A4', 'AQP3', 'GPR55', 'ATP1A1', 'FXYD2']"
iron_PubChem,"['EGLN1', 'NEIL2', 'CP', 'TF', 'FEN1', 'FTH1', 'FXN', 'TFRC', 'POLB', 'HBA2', 'AHSP', 'HDAC8', 'NEIL1']"
cephalexin_PubChem,"['SLC22A8', 'SLC22A6', 'EHMT2', 'ABCC4', 'ABCC2', 'SLC15A1', 'ABCC3', 'HLA-DPA1', 'ALB', 'SLC15A2', 'SLC47A1', 'NR1I2', 'SLC22A5']"
alectinib_PubChem,"['MET', 'SMAD4', 'CDKN2A', 'FGFR1', 'EML4', 'ABCG2', 'CYP3A4', 'NPM1', 'ALK', 'GPT', 'RET', 'ABCB1']"
treprostinil_PubChem,"['PTGER1', 'PPARG', 'PTGDR', 'PPARD', 'PTGER4', 'PTGIR', 'CYP2C8', 'P2RY12', 'PTGER3', 'ID1', 'CYP2C9', 'PTGER2']"
fluocinolone acetonide_PubChem,"['PLA2G1B', 'XDH', 'AR', 'SERPINA6', 'NR3C1', 'ANXA2', 'ANXA1', 'ANXA4', 'IL1A', 'ANXA5', 'CYP3A4', 'ANXA3']"
etonogestrel_PubChem,"['AR', 'cyp19a1b', 'SHBG', 'Pvf1', 'F3', 'F2R', 'ALB', 'PGR', 'F2', 'CYP3A4', 'CYP3A7', 'ESR1']"
bendroflumethiazide_PubChem,"['TPMT', 'APOB', 'SLC22A8', 'SLC22A6', 'VEGFC', 'SLC12A3', 'KCNMA1', 'SLC12A1', 'CA1', 'CA2', 'CA4', 'REN']"
aliskiren_PubChem,"['CASP3', 'CAMK2D', 'PTGS2', 'CYP1A1', 'CKM', 'PTGS1', 'IL1B', 'TNF', 'CYP3A4', 'AGT', 'REN', 'ABCB1']"
naphazoline_PubChem,"['NISCH', 'SLC22A2', 'ADRA1D', 'ADRA1B', 'Octbeta2R', 'ALB', 'NPPA', 'Taar4', 'DRD2', 'ADRA1A', 'ADRA2A', 'CYP2D6']"
tolazamide_PubChem,"['DDIT3', 'ABCC8', 'G6PD', 'EHMT2', 'KCNJ11', 'Ins1', 'KDM4A', 'NFE2L2', 'KCNJ1', 'CYP2C9', 'NR1I2', 'KCNJ10']"
eletriptan_PubChem,"['HTR1D', 'HTR1A', 'ABCB1', 'CYP2A6', 'HTR1F', 'PTGS1', 'CYP2C19', 'HTR1B', 'CYP3A4', 'CYP2C9', 'HTR1E', 'CYP2D6']"
ethotoin_PubChem,"['SCN11A', 'SCN4A', 'SCN5A', 'SCN1A', 'SCN3A', 'SCN9A', 'SCN10A', 'SCN8A', 'SCN7A', 'SCN2A', 'SERPINA7', 'NR1I2']"
ruxolitinib_PubChem,"['MPL', 'JAK1', 'CSF3R', 'VHL', 'PLAUR', 'ALB', 'JAK2', 'CYP3A4', 'JAK3', 'CRLF2', 'CYP2C9', 'TYK2']"
foscarnet_PubChem,"['CXCL8', 'SLC22A6', 'SLC20A2', 'AKT1', 'DMP1', 'UL30', 'STC1', 'SPP1', 'SLC23A2', 'PHEX', 'SLC16A1', 'SLC20A1']"
perampanel_PubChem,"['GRIA4', 'ORF1ab', 'CYP2B6', 'CYP1A2', 'TLR4', 'GRIA3', 'HMGB1', 'GRIA2', 'IL1B', 'CYP3A4', 'CYP3A5', 'GRIA1']"
ethambutol_PubChem,"['embA', 'CYP2B6', 'CYP2E1', 'CYP1A2', 'CYP2A6', 'embB', 'CYP2C19', 'TNF', 'CYP3A4', 'CYP2C9', 'CYP2D6', 'embC']"
phenylacetic acid_PubChem,"['PON2', 'ora1', 'SLC22A8', 'CES1', 'KL', 'LCK', 'ABCC4', 'SLC22A7', 'PON1', 'PON3', 'NOX4', 'AKR1B1']"
propafenone_PubChem,"['ADRB1', 'CYP1A2', 'DRD1', 'COP1', 'SCN5A', 'ADRB2', 'KCNH2', 'MTOR', 'KCNA5', 'CYP3A4', 'ABCB1', 'CYP2D6']"
sitagliptin_PubChem,"['ORF1ab', 'SLC22A8', 'GLP1R', 'DPP7', 'DPP8', 'CYP2C8', 'DPP9', 'FAP', 'CYP3A4', 'DPP4', 'GPR119', 'ABCB1']"
dyclonine_PubChem,"['ALDH1A1', 'CYP1A2', 'SLC22A2', 'SCN5A', 'KCNH2', 'ACHE', 'EHMT2', 'SCN10A', 'GMNN', 'VDR', 'CYP2C9', 'CYP2D6']"
sodium acetate_PubChem,"['ACSS2', 'TLR4', 'IFNG', 'MYD88', 'RELA', 'IL6', 'TNF', 'SLC5A8', 'TLR2', 'TGFB1', 'IKBKB', 'NFKBIA']"
fosphenytoin_PubChem,"['UGT1A9', 'CYP2B6', 'HLA-B', 'CYP1A2', 'SCN5A', 'UGT1A6', 'CYP2C19', 'ALB', 'CYP3A4', 'CYP2C9', 'SERPINA7']"
prilocaine_PubChem,"['G6PD', 'SCN11A', 'SCN4A', 'SCN5A', 'SCN1A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN7A', 'SCN2A']"
solifenacin_PubChem,"['Chrm1', 'CHRM4', 'ORM1', 'CHRM5', 'ORM2', 'CHRM1', 'CYP3A4', 'CHRM3', 'CYP1A1', 'CHRM2', 'CYP2D6']"
timolol_PubChem,"['RGS4', 'ADRB1', 'e', 'ADRB2', 'MAPK3', 'MAPK1', 'CYP2C19', 'RGS3', 'AOC1', 'ABCB1', 'CYP2D6']"
hydromorphone_PubChem,"['HTR3A', 'ARRB2', 'OPRK1', 'OPRD1', 'OPRM1', 'UGT2B7', 'UGT1A3', 'ALB', 'CYP3A5', 'CYP2C9', 'CYP2D6']"
cinacalcet_PubChem,"['CYP1A2', 'Grm5', 'KCNH2', 'CASR', 'SERPINA3', 'TRAF2', 'CYP3A4', 'GMNN', 'KLF2', 'PTH', 'CYP2D6']"
oxaprozin_PubChem,"['CD40LG', 'PPARG', 'HSF1', 'CASP3', 'PTGS2', 'AKT1', 'NGFR', 'EPHX2', 'RELA', 'PTGS1', 'HLA-DQB1']"
ceftazidime_PubChem,"['SLC22A6', 'ABCC4', 'mrdA', 'mrcB', 'IL10', 'mrcA', 'ftsI', 'ALB', 'HSF1', 'DHFR', 'dacC']"
midodrine_PubChem,"['CYP1A2', 'ADRA1D', 'SLC47A2', 'ADRA1B', 'SLC15A1', 'CYP2C19', 'SLC47A1', 'CYP3A4', 'ADRA1A', 'CYP2C9', 'CYP2D6']"
granisetron_PubChem,"['HTR3A', 'SLC22A2', 'CYP1A1', 'TPH1', 'AMY1A', 'IL6', 'IL1B', 'CYP3A4', 'ADRA1A', 'MPO', 'NAPEPLD']"
almotriptan_PubChem,"['CYP2E1', 'CYP1A2', 'HTR1D', 'FMO3', 'CYP2C8', 'CYP2C19', 'MAOA', 'HTR1B', 'CYP3A4', 'CYP1A1', 'CYP2D6']"
delavirdine_PubChem,"['ABCC1', 'CYP2C9', 'ABCC2', 'CYP2C19', 'ABCC3', 'ABCG2', 'CYP3A4', 'CYP3A7-CYP3A51P', 'CYP3A5', 'ABCB1', 'CYP2D6']"
maraviroc_PubChem,"['TNNT2', 'MYH6', 'OPRM1', 'RYR2', 'CCL5', 'CCR5', 'CYP3A4', 'ACTN2', 'CCL3', 'COL1A1', 'COL1A2']"
toremifene_PubChem,"['ORF1ab', 'CD80', 'SHBG', 'CYP1B1', 'PGR', 'CYP3A4', 'ESR2', 'ESR1', 'CYP1A1', 'TGFB1', 'ABCB1']"
lurasidone_PubChem,"['Htr2a', 'HTR2A', 'HTR2C', 'HTR1A', 'HTR7', 'Drd2', 'CYP3A4', 'DRD2', 'ADRA2C', 'ADRA2A', 'Htr1a']"
thiothixene_PubChem,"['ORF1ab', 'HRH1', 'HTR2A', 'CYP1A2', 'DRD1', 'ATXN2', 'SLC22A1', 'ALB', 'DRD2', 'IDH1', 'CYP2D6']"
sotalol_PubChem,"['ADRB1', 'ADRB3', 'AR', 'CYP1A2', 'KCNE1', 'ADRB2', 'KCNH2', 'CYP2C19', 'CYP3A4', 'CYP2C9', 'CYP2D6']"
oseltamivir_PubChem,"['SLC22A8', 'CES1', 'AR', 'ABCC4', 'NEU3', 'SLC15A1', 'NEU2', 'NEU1', 'IL6', 'PGR', 'SLC7A11']"
tolmetin_PubChem,"['HLA-E', 'SLC22A6', 'TDO2', 'PTGS2', 'RXRA', 'PTGS1', 'PPARA', 'ALB', 'MPO', 'GLO1', 'HLA-DQB1']"
mepivacaine_PubChem,"['G6PD', 'KCNE1', 'CYP1A2', 'CYP2D6', 'KCNQ1', 'CYP2C19', 'SCN10A', 'TRPV1', 'CYP2C9', 'SLC25A29', 'CYB5R3']"
metyrosine_PubChem,"['IL2', 'IFNA1', 'CYP1A2', 'CYP2C19', 'TH', 'CYP3A4', 'SLC6A3', 'CYP2C9', 'UCP1', 'CYP2D6', 'BDNF']"
apixaban_PubChem,"['CYP1A2', 'CYP2J2', 'CYP2C9', 'CYP2C8', 'CYP2C19', 'ABCG2', 'F2', 'CYP3A4', 'F10', 'CYP3A5', 'ABCB1']"
clemastine_PubChem,"['HRH1', 'CYP1A2', 'THPO', 'KCNH2', 'TP53', 'ABCB4', 'P2RX7', 'CYP2C19', 'CYP3A4', 'CYP2C9', 'CYP2D6']"
alfentanil_PubChem,"['HTR3A', 'OPRK1', 'OPRM1', 'ORM1', 'ALB', 'CYB5A', 'CYP3A4', 'CYP3A7-CYP3A51P', 'CYP3A7', 'CYP3A5', 'ABCB1']"
tipranavir_PubChem,"['SLCO1B3', 'SLCO2B1', 'ABCB4', 'CYP2C19', 'SLCO1B1', 'UGT1A1', 'CYP3A4', 'ABCB1', 'ABCB11', 'CYP2D6']"
cangrelor_PubChem,"['ITGB3', 'Gpr17', 'SYK', 'P2RY13', 'ITGA2B', 'GPR17', 'P2RY12', 'F3', 'PF4', 'SELP']"
dolasetron_PubChem,"['HTR3A', 'NOS1AP', 'HTR3C', 'KCNQ1', 'HTR3D', 'HTR3E', 'CYP3A4', 'CYP2C9', 'HTR3B', 'CYP2D6']"
tolterodine_PubChem,"['CHRM4', 'CYP1A2', 'CYP2C19', 'CHRM5', 'CHRM1', 'CYP3A4', 'CHRM3', 'CYP2C9', 'CHRM2', 'CYP2D6']"
aminocaproic acid_PubChem,"['PLG', 'SERPINC1', 'A2M', 'MAPK3', 'AOX1', 'MAPK1', 'LPA', 'PLAT', 'GRPR', 'FOLH1']"
tranexamic acid_PubChem,"['PARP1', 'CASP3', 'PLG', 'BCL2', 'TGFB2', 'CASP9', 'TIMP1', 'KRT19', 'COL1A1', 'BAX']"
tiotropium_PubChem,"['CHRM4', 'ADRB2', 'SLC22A4', 'CHRM5', 'CHRM1', 'CYP3A4', 'CHRM3', 'CHRM2', 'CYP2D6', 'SLC22A5']"
doxylamine_PubChem,"['CHRM4', 'HRH1', 'EHMT2', 'ABCB4', 'NR1I3', 'CHRM5', 'ALB', 'CHRM1', 'CHRM3', 'CHRM2']"
daclatasvir_PubChem,"['IFNL4', 'CYP3A43', 'SLCO1B1', 'IFNL3', 'ABCG2', 'CYP3A4', 'CYP3A7-CYP3A51P', 'CYP3A5', 'ABCB1', 'SLCO1B3']"
dicyclomine_PubChem,"['CHRM4', 'CYP1A2', 'DRD1', 'SLC22A2', 'EHMT2', 'CHRM1', 'CYP3A4', 'CHRM3', 'CHRM2', 'CYP2D6']"
ceftizoxime_PubChem,"['GSR', 'SLC22A8', 'SLC22A6', 'mrcB', 'SLC15A1', 'mrcA', 'CA2', 'MGST1', 'CA1', 'dacC']"
zaleplon_PubChem,"['GABRB1', 'GABRB2', 'TSPO', 'GABRA1', 'AOX1', 'GABRA4', 'CYP3A4', 'CYP3A7-CYP3A51P', 'GABRG2', 'CYP3A5']"
tetrabenazine_PubChem,"['CBR1', 'PENK', 'SLC18A1', 'PNMT', 'SLC18A2', 'Slc18a2', 'TH', 'DRD2', 'ABCB1', 'CYP2D6']"
rotigotine_PubChem,"['DRD3', 'DRD1', 'HTR1A', 'ADRA2B', 'CYP2C19', 'DRD4', 'DRD2', 'CYP3A4', 'CYP2D6', 'DRD5']"
triptorelin_PubChem,"['PRKG1', 'STS', 'LHB', 'NOS2', 'PDE6D', 'PDE5A', 'PRL', 'GNRHR', 'Gnrhr', 'PDE9A']"
miglustat_PubChem,"['ST8SIA1', 'CFTR', 'UGCG', 'CANX', 'LOX', 'PAWR', 'BCL2', 'PRKCSH', 'GBA1', 'GANAB']"
sufentanil_PubChem,"['HTR3A', 'POMC', 'OPRK1', 'OPRD1', 'OPRM1', 'Oprm1', 'CYP3A4', 'CYP3A5', 'ABCB1', 'COMT']"
ciclesonide_PubChem,"['ORF1ab', 'CES1', 'AR', 'SERPINA6', 'NR3C1', 'PGR', 'CYP3A4', 'ESR1', 'ABCB1', 'CYP2D6']"
hydrocodone_PubChem,"['OPRD1', 'OPRK1', 'MRGPRX2', 'CYP2B6', 'OPRM1', 'CYP2C19', 'SIGMAR1', 'CYP3A4', 'CYP3A5', 'CYP2D6']"
hyoscyamine_PubChem,"['CHRM4', 'CYP1A2', 'SLC22A2', 'CHRM5', 'CHRM1', 'CYP3A4', 'CHRM3', 'CYP2C9', 'CHRM2', 'CYP2D6']"
guanfacine_PubChem,"['SLC22A2', 'EHMT2', 'ADRA2B', 'SLC22A1', 'CYP2C19', 'SLC47A1', 'CYP3A4', 'ADRA2C', 'ADRA2A', 'CYP2D6']"
sulfisoxazole_PubChem,"['folP', 'G6PD', 'SRXN1', 'AR', 'TSHR', 'PON1', 'ALB', 'CYP3A4', 'CYP2C9', 'NR1I2']"
acetohydroxamic acid_PubChem,"['ACE', 'BCHE', 'ACHE', 'MMP3', 'MMP1', 'PON1', 'ESR2', 'ESR1', 'MMP12', 'HPRT1']"
acebutolol_PubChem,"['ADRB1', 'ADRB3', 'ADRB2', 'MAPK3', 'MAPK1', 'TG', 'FOS', 'REN', 'ABCB1', 'CYP2D6']"
