Drug,Targets
ethambutol,"['CYP2E1', 'CYP2D6', 'TNF', 'CYP2B6', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'embB', 'CYP2A6', 'embC', 'embA', 'CYP2C19']"
phenylacetic acid,"['PON1', 'LCK', 'KL', 'PON3', 'SLC22A7', 'SLC22A8', 'NOX4', 'AKR1B1', 'ABCC4', 'CES1', 'ora1', 'PON2']"
propafenone,"['KCNH2', 'ADRB1', 'ABCB1', 'CYP2D6', 'ADRB2', 'COP1', 'SCN5A', 'CYP3A4', 'CYP1A2', 'KCNA5', 'DRD1', 'MTOR']"
sitagliptin,"['ABCB1', 'GPR119', 'DPP9', 'SLC22A8', 'CYP2C8', 'DPP4', 'CYP3A4', 'GLP1R', 'DPP8', 'ORF1ab', 'DPP7', 'FAP']"
dyclonine,"['KCNH2', 'CYP2D6', 'SCN5A', 'ALDH1A1', 'SCN10A', 'VDR', 'ACHE', 'CYP1A2', 'SLC22A2', 'GMNN', 'EHMT2', 'CYP2C9']"
sodium acetate,"['IKBKB', 'IFNG', 'TLR4', 'RELA', 'ACSS2', 'NFKBIA', 'SLC5A8', 'TGFB1', 'TLR2', 'MYD88', 'TNF', 'IL6']"
fosphenytoin,"['ALB', 'SCN5A', 'CYP2B6', 'HLA-B', 'UGT1A6', 'CYP3A4', 'CYP1A2', 'SERPINA7', 'CYP2C9', 'CYP2C19', 'UGT1A9']"
prilocaine,"['SCN8A', 'SCN11A', 'SCN5A', 'SCN2A', 'SCN7A', 'SCN10A', 'SCN4A', 'SCN3A', 'G6PD', 'SCN9A', 'SCN1A']"
solifenacin,"['CYP2D6', 'ORM1', 'CHRM4', 'CHRM2', 'ORM2', 'CHRM5', 'CYP3A4', 'CYP1A1', 'CHRM3', 'CHRM1', 'Chrm1']"
timolol,"['ABCB1', 'ADRB1', 'CYP2D6', 'ADRB2', 'RGS3', 'AOC1', 'RGS4', 'MAPK3', 'e', 'MAPK1', 'CYP2C19']"
hydromorphone,"['ALB', 'CYP2D6', 'UGT2B7', 'OPRK1', 'CYP3A5', 'HTR3A', 'ARRB2', 'OPRM1', 'UGT1A3', 'CYP2C9', 'OPRD1']"
cinacalcet,"['KCNH2', 'Grm5', 'CYP2D6', 'CYP3A4', 'CYP1A2', 'CASR', 'GMNN', 'TRAF2', 'SERPINA3', 'KLF2', 'PTH']"
oxaprozin,"['PPARG', 'NGFR', 'CASP3', 'HLA-DQB1', 'CD40LG', 'AKT1', 'RELA', 'EPHX2', 'PTGS1', 'PTGS2', 'HSF1']"
ceftazidime,"['ALB', 'DHFR', 'mrcA', 'mrdA', 'ABCC4', 'IL10', 'SLC22A6', 'mrcB', 'dacC', 'ftsI', 'HSF1']"
midodrine,"['CYP2D6', 'SLC47A1', 'CYP3A4', 'CYP1A2', 'ADRA1A', 'CYP2C19', 'ADRA1D', 'CYP2C9', 'SLC47A2', 'ADRA1B', 'SLC15A1']"
granisetron,"['NAPEPLD', 'HTR3A', 'CYP3A4', 'AMY1A', 'ADRA1A', 'SLC22A2', 'MPO', 'CYP1A1', 'IL1B', 'TPH1', 'IL6']"
almotriptan,"['CYP2E1', 'MAOA', 'CYP2D6', 'CYP2C8', 'HTR1B', 'CYP3A4', 'CYP1A2', 'HTR1D', 'CYP1A1', 'FMO3', 'CYP2C19']"
delavirdine,"['ABCB1', 'ABCC1', 'CYP2D6', 'ABCC2', 'CYP3A5', 'CYP3A4', 'ABCC3', 'CYP2C9', 'CYP2C19', 'ABCG2', 'CYP3A7-CYP3A51P']"
maraviroc,"['TNNT2', 'CCL5', 'COL1A1', 'MYH6', 'ACTN2', 'CYP3A4', 'OPRM1', 'COL1A2', 'RYR2', 'CCR5', 'CCL3']"
toremifene,"['ABCB1', 'CD80', 'CYP1B1', 'ESR2', 'CYP3A4', 'ESR1', 'TGFB1', 'PGR', 'ORF1ab', 'CYP1A1', 'SHBG']"
lurasidone,"['HTR1A', 'Htr2a', 'HTR2C', 'DRD2', 'Htr1a', 'CYP3A4', 'ADRA2C', 'ADRA2A', 'Drd2', 'HTR2A', 'HTR7']"
thiothixene,"['SLC22A1', 'ALB', 'HRH1', 'CYP2D6', 'DRD2', 'IDH1', 'CYP1A2', 'DRD1', 'ORF1ab', 'ATXN2', 'HTR2A']"
sotalol,"['KCNH2', 'ADRB1', 'CYP2D6', 'ADRB2', 'ADRB3', 'AR', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'KCNE1', 'CYP2C19']"
oseltamivir,"['SLC7A11', 'SLC22A8', 'NEU3', 'NEU1', 'NEU2', 'ABCC4', 'CES1', 'AR', 'PGR', 'SLC15A1', 'IL6']"
tolmetin,"['ALB', 'GLO1', 'HLA-DQB1', 'RXRA', 'TDO2', 'MPO', 'SLC22A6', 'PTGS1', 'PTGS2', 'PPARA', 'HLA-E']"
mepivacaine,"['SLC25A29', 'CYP2D6', 'CYB5R3', 'TRPV1', 'SCN10A', 'CYP1A2', 'CYP2C9', 'G6PD', 'KCNQ1', 'KCNE1', 'CYP2C19']"
metyrosine,"['CYP2D6', 'IL2', 'BDNF', 'UCP1', 'CYP3A4', 'TH', 'CYP1A2', 'CYP2C9', 'IFNA1', 'SLC6A3', 'CYP2C19']"
apixaban,"['CYP2J2', 'ABCB1', 'CYP2C8', 'CYP3A5', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'F10', 'ABCG2', 'F2', 'CYP2C19']"
clemastine,"['KCNH2', 'HRH1', 'CYP2D6', 'CYP3A4', 'CYP1A2', 'TP53', 'ABCB4', 'CYP2C9', 'THPO', 'P2RX7', 'CYP2C19']"
alfentanil,"['ABCB1', 'ALB', 'ORM1', 'CYP3A5', 'OPRK1', 'HTR3A', 'CYP3A4', 'CYP3A7-CYP3A51P', 'OPRM1', 'CYB5A', 'CYP3A7']"
tipranavir,"['ABCB1', 'UGT1A1', 'CYP2D6', 'SLCO2B1', 'CYP3A4', 'ABCB11', 'ABCB4', 'SLCO1B3', 'SLCO1B1', 'CYP2C19']"
cangrelor,"['ITGB3', 'F3', 'SELP', 'PF4', 'GPR17', 'P2RY13', 'SYK', 'Gpr17', 'ITGA2B', 'P2RY12']"
dolasetron,"['NOS1AP', 'CYP2D6', 'HTR3E', 'HTR3C', 'HTR3A', 'CYP3A4', 'HTR3D', 'HTR3B', 'CYP2C9', 'KCNQ1']"
tolterodine,"['CYP2D6', 'CHRM4', 'CHRM2', 'CHRM5', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'CHRM3', 'CHRM1', 'CYP2C19']"
aminocaproic acid,"['FOLH1', 'A2M', 'PLG', 'SERPINC1', 'GRPR', 'PLAT', 'AOX1', 'MAPK3', 'MAPK1', 'LPA']"
tranexamic acid,"['BCL2', 'PARP1', 'PLG', 'CASP9', 'COL1A1', 'CASP3', 'TGFB2', 'TIMP1', 'KRT19', 'BAX']"
tiotropium,"['SLC22A5', 'CYP2D6', 'ADRB2', 'CHRM4', 'CHRM2', 'SLC22A4', 'CHRM5', 'CYP3A4', 'CHRM3', 'CHRM1']"
doxylamine,"['NR1I3', 'HRH1', 'ALB', 'CHRM4', 'CHRM2', 'CHRM5', 'EHMT2', 'ABCB4', 'CHRM3', 'CHRM1']"
daclatasvir,"['CYP3A43', 'ABCB1', 'CYP3A5', 'IFNL4', 'IFNL3', 'CYP3A4', 'SLCO1B3', 'SLCO1B1', 'ABCG2', 'CYP3A7-CYP3A51P']"
dicyclomine,"['CYP2D6', 'CHRM4', 'CHRM2', 'CYP3A4', 'CYP1A2', 'SLC22A2', 'EHMT2', 'DRD1', 'CHRM3', 'CHRM1']"
ceftizoxime,"['GSR', 'CA1', 'SLC22A8', 'CA2', 'mrcA', 'SLC22A6', 'mrcB', 'dacC', 'MGST1', 'SLC15A1']"
zaleplon,"['GABRG2', 'TSPO', 'CYP3A5', 'GABRB1', 'CYP3A4', 'GABRB2', 'AOX1', 'GABRA1', 'GABRA4', 'CYP3A7-CYP3A51P']"
tetrabenazine,"['ABCB1', 'CYP2D6', 'SLC18A1', 'PNMT', 'CBR1', 'DRD2', 'PENK', 'Slc18a2', 'SLC18A2', 'TH']"
rotigotine,"['HTR1A', 'DRD3', 'DRD4', 'CYP2D6', 'DRD2', 'DRD5', 'CYP3A4', 'ADRA2B', 'DRD1', 'CYP2C19']"
triptorelin,"['PDE9A', 'PRKG1', 'PRL', 'GNRHR', 'Gnrhr', 'LHB', 'PDE5A', 'PDE6D', 'STS', 'NOS2']"
miglustat,"['BCL2', 'ST8SIA1', 'UGCG', 'GBA1', 'CFTR', 'PRKCSH', 'CANX', 'LOX', 'PAWR', 'GANAB']"
sufentanil,"['ABCB1', 'Oprm1', 'OPRK1', 'CYP3A5', 'COMT', 'HTR3A', 'POMC', 'CYP3A4', 'OPRM1', 'OPRD1']"
ciclesonide,"['ABCB1', 'CYP2D6', 'NR3C1', 'SERPINA6', 'CES1', 'AR', 'CYP3A4', 'ESR1', 'PGR', 'ORF1ab']"
hydrocodone,"['CYP2D6', 'MRGPRX2', 'CYP2B6', 'OPRK1', 'CYP3A5', 'CYP3A4', 'OPRM1', 'SIGMAR1', 'CYP2C19', 'OPRD1']"
hyoscyamine,"['CYP2D6', 'CHRM4', 'CHRM2', 'CHRM5', 'CYP3A4', 'CYP1A2', 'SLC22A2', 'CYP2C9', 'CHRM3', 'CHRM1']"
guanfacine,"['SLC22A1', 'CYP2D6', 'SLC47A1', 'CYP3A4', 'ADRA2B', 'SLC22A2', 'ADRA2C', 'EHMT2', 'ADRA2A', 'CYP2C19']"
sulfisoxazole,"['PON1', 'ALB', 'SRXN1', 'AR', 'CYP3A4', 'CYP2C9', 'G6PD', 'TSHR', 'NR1I2', 'folP']"
acetohydroxamic acid,"['PON1', 'BCHE', 'MMP1', 'ESR2', 'MMP3', 'ACHE', 'ESR1', 'ACE', 'HPRT1', 'MMP12']"
acebutolol,"['ABCB1', 'ADRB1', 'FOS', 'REN', 'CYP2D6', 'ADRB2', 'MAPK3', 'MAPK1', 'TG', 'ADRB3']"
pralidoxime,"['PON1', 'MAOA', 'BCHE', 'MAOB', 'IL12A', 'CAT', 'ACHE', 'TSHB', 'SLC22A2', 'pth1a']"
fluorescein,"['TSPO', 'ABCC1', 'SLC22A8', 'ABCB11', 'SMAD3', 'ESR1', 'SLC22A6', 'NR1I2', 'NR1H4']"
streptomycin,"['RNR1', 'HOXB9', 'PADI4', 'rpsL', 'EHMT2', 'PAX3', 'UNCX', 'TCF15', 'TNF']"
nafcillin,"['ALB', 'CASP3', 'CYP3A4', 'CYP1A2', 'SLC22A6', 'NR1I2', 'IL1B', 'TNF', 'IL6']"
eptifibatide,"['FGG', 'FGB', 'CRP', 'ITGB3', 'CD40LG', 'FGA', 'ITGA2B', 'F2', 'IL6']"
isosorbide mononitrate,"['XDH', 'PAFAH1B1', 'GSTM1', 'GUCY1A1', 'ADH5', 'GUCY1B2', 'NPR1', 'GUCY1A2', 'GUCY1B1']"
bivalirudin,"['CRP', 'F2RL3', 'PDGFB', 'F2R', 'SERPINE1', 'SELP', 'MPO', 'F2', 'P2RY12']"
doxercalciferol,"['vdra', 'VDR', 'CYP3A4', 'CDK1', 'TP53', 'CCNB1', 'BAX', 'CDKN1A', 'PTH']"
cetirizine,"['ABCB1', 'KCNH2', 'HRH1', 'TEK', 'SLC47A1', 'IL2RA', 'HRH4', 'TPSD1', 'CSF2']"
emtricitabine,"['ALB', 'ABCC1', 'ABCC2', 'SLC47A1', 'TP53', 'ABCC3', 'DCK', 'PRKN', 'CDKN1A']"
rizatriptan,"['HTR1A', 'MAOA', 'HTR1E', 'HTR1B', 'HTR2C', 'HTR4', 'HTR1D', 'HTR1F', 'HTR2A']"
vilazodone,"['HTR1A', 'SLC6A4', 'DRD3', 'HRH1', 'CYP2D6', 'DRD2', 'HTR4', 'CYP3A4', 'CYP2C19']"
phentermine,"['SLC6A4', 'MAOA', 'MAOB', 'SLC6A2', 'NPY', 'NAT1', 'CYP3A4', 'HTR2B', 'SLC6A3']"
ceftibuten,"['SLC22A8', 'SLC15A2', 'mrcA', 'mrdA', 'SLC22A6', 'mrcB', 'dacC', 'SLC15A1', 'ftsI']"
tizanidine,"['AR', 'ADRA2C', 'CYP1A2', 'ADRA1A', 'ADRA2B', 'ADRA1D', 'NISCH', 'ADRA2A', 'ADRA1B']"
mexiletine,"['CYP2E1', 'CYP2D6', 'SCN5A', 'CYP2B6', 'TAC1', 'CYP3A4', 'CYP1A2', 'SCN4A', 'AHR']"
flucytosine,"['BCL2', 'CDC21', 'CNBJ2230', 'DPYD', 'MDM2', 'AR', 'DNMT1', 'TP53', 'ABCC12']"
ivabradine,"['KCNH2', 'HCN3', 'HCN1', 'Hcn2', 'MALAT1', 'CYP3A4', 'HCN4', 'Hcn1', 'APOE']"
atovaquone,"['ABCB1', 'DHODH', 'GSTP1', 'PF3D7_0603300', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'NFE2L2', 'CYTB']"
benzphetamine,"['CYP2E1', 'CYP2B6', 'SLC18A2', 'POR', 'CYP3A4', 'ADRA1A', 'CYP2B4', 'ADRA2A', 'SLC6A3']"
leuprolide,"['CYP2D6', 'GNRHR', 'CYP3A4', 'CYP1A2', 'Gnrhr', 'AR', 'CYP2C9', 'GNRH1', 'CYP2C19']"
miltefosine,"['ABCB1', 'PIK3CA', 'SOD1', 'AKT1', 'PLA2G1B', 'PLD1', 'PRKCA', 'CSF2', 'TNF']"
nalbuphine,"['Oprk1', 'CYP2D6', 'OPRK1', 'PRL', 'CYP3A4', 'CYP1A2', 'OPRM1', 'SLC22A2', 'OPRD1']"
ganciclovir,"['BCL2', 'ERBB2', 'ABCC4', 'UL30', 'MDM2', 'SST', 'TP53', 'APOE', 'TNF']"
boceprevir,"['ABCB1', 'CYP3A5', 'VDR', 'IFNL4', 'CYP3A4', 'IFNL3', 'SLC28A2', 'ORF1ab', 'CTSA']"
quinapril,"['ALB', 'SLC22A8', 'SLC15A2', 'MYC', 'CES1', 'ACE', 'SLC15A1', 'AGT']"
sofosbuvir,"['ABCB1', 'CMPK1', 'IFNL4', 'NME1', 'IFNL3', 'HINT1', 'ABCG2', 'CTSA']"
prednicarbate,"['NR3C1', 'AR', 'CYP3A4', 'ESRRA', 'ESRRB', 'NFE2L2', 'ANXA1', 'ESRRG']"
armodafinil,"['CYP2B6', 'CYP3A5', 'CYP3A4', 'CYP1A2', 'ADRA1D', 'CYP2C9', 'SLC6A3', 'CYP2C19']"
metipranolol,"['BCL2', 'ADRB1', 'PARP1', 'CYP2D6', 'ADRB2', 'CASP3', 'AR', 'GRK1']"
fesoterodine,"['ABCB1', 'CYP2D6', 'CHRM4', 'CHRM2', 'CHRM5', 'CYP3A4', 'CHRM3', 'CHRM1']"
chlorothiazide,"['CA1', 'SLC12A3', 'CA2', 'KCNMA1', 'NEDD4L', 'SLC22A6', 'CA4', 'HMGCS2']"
darifenacin,"['KCNH2', 'CYP2D6', 'CHRM4', 'CHRM2', 'CHRM5', 'CYP3A4', 'CHRM3', 'CHRM1']"
rifapentine,"['ESR2', 'rpoZ', 'AR', 'ABCB11', 'CYP3A4', 'AADAC', 'rpoA', 'NR1I2']"
trimethadione,"['CYP2E1', 'CYP2C8', 'CACNA1H', 'CACNA1I', 'CYP3A4', 'CYP2C9', 'CACNA1G', 'CYP2C19']"
dasabuvir,"['ABCB1', 'UGT1A1', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'IFNL3', 'ABCB5', 'ABCG2']"
tamsulosin,"['CYP2D6', 'ORM1', 'CYP3A5', 'CYP3A4', 'ADRA1A', 'ADRA1D', 'ABCB4', 'ADRA1B']"
latanoprost,"['SLC22A8', 'SLCO2B1', 'ABCC4', 'ABCB11', 'SLCO2A1', 'SLC22A6', 'PTGFR', 'PTGS1']"
artemether,"['NR1I3', 'CYP2B6', 'CYP3A5', 'CYP3A4', 'CYP2C9', 'ATP1A1', 'CYP2A6', 'CYP2C19']"
procarbazine,"['MAOA', 'MAOB', 'ATRX', 'CYP1A2', 'ALOX15', 'BAX', 'CSF2', 'XDH']"
droperidol,"['KCNH2', 'DRD3', 'DRD4', 'CYP2D6', 'DRD2', 'SLC22A2', 'ADRA1A', 'HTR2A']"
nabilone,"['CYP2J2', 'CYP2E1', 'CYP2C8', 'TRPV2', 'CYP3A4', 'CYP2C9', 'CNR1', 'CNR2']"
posaconazole,"['ABCB1', 'CYP11B2', 'CYP11B1', 'SMO', 'ERG11', 'ABCB11', 'CYP3A4', 'HSD11B2']"
bazedoxifene,"['UGT1A4', 'IL6R', 'ESR2', 'UGT1A10', 'ESR1', 'ORF1ab', 'IL6ST', 'UGT1A8']"
doripenem,"['SLC22A8', 'mrcA', 'mrdA', 'mrcB', 'dacC', 'DPEP1', 'folP', 'ftsI']"
pancuronium,"['SLC22A1', 'CHRNA4', 'BCHE', 'CHRM2', 'CHRNA2', 'SLC22A2', 'CHRNA1', 'CHRM3']"
avanafil,"['ABCB1', 'ALB', 'ORM1', 'CYP3A4', 'CYP2C9', 'PDE5A', 'ABCG2']"
fluoxymesterone,"['PRLR', 'NR3C1', 'PRL', 'AR', 'HSD11B2', 'ESR1', 'SHBG']"
carisoprodol,"['GABRG2', 'GABRA3', 'GABRB2', 'CBX1', 'GABRA5', 'GABRA1', 'CYP2C19']"
cilastatin,"['ABCB1', 'SLC22A8', 'CASP3', 'CASP8', 'FASLG', 'SLC22A6', 'DPEP1']"
palonosetron,"['KCNH2', 'CYP2D6', 'ERCC1', 'TAC1', 'HTR3A', 'CYP3A4', 'CYP1A2']"
proguanil,"['SLC22A1', 'CYP2D6', 'SLC47A1', 'CYP3A4', 'SLC47A2', 'PDF', 'CYP2C19']"
remifentanil,"['ABCB1', 'ADRB2', 'OPRK1', 'PGAP6', 'COMT', 'OPRM1', 'OPRD1']"
ertapenem,"['dacB', 'ALB', 'mrcA', 'mrdA', 'mrcB', 'dacC', 'ftsI']"
salsalate,"['RELA', 'NOS3', 'SOD2', 'PTGS1', 'VEGFA', 'PTGS2', 'IL6']"
netupitant,"['CYP3A43', 'ABCB1', 'CYP2D6', 'SPR', 'CYP3A4', 'CYP2C9', 'TACR1']"
darunavir,"['ABCB1', 'ALB', 'CYP2D6', 'ORM1', 'CYP3A4', 'ORF1ab', 'SLCO1B1']"
oxymorphone,"['PDYN', 'NR1I3', 'CYP2D6', 'OPRK1', 'CYP3A4', 'OPRM1', 'OPRD1']"
nebivolol,"['ADRB1', 'ALB', 'CYP2D6', 'ADRB2', 'CYP3A4', 'CYP2C19', 'ADRB3']"
rocuronium,"['ABCB1', 'SLC22A1', 'CHRM2', 'CHRNA2', 'SLCO1A2', 'HTR3A', 'SLCO1B1']"
desvenlafaxine,"['SLC6A4', 'HTT', 'CYP2D6', 'SLC6A2', 'NAT1', 'CYP3A4', 'SLC6A3']"
propantheline,"['CYP2D6', 'CHRM4', 'CHRM2', 'CYP1A2', 'SLC22A2', 'CHRM3', 'CHRM1']"
molindone,"['HTR1A', 'HRH1', 'DRD2', 'EHMT2', 'DRD1', 'CHRM1', 'HTR2A']"
pimavanserin,"['CYP2J2', 'CYP2D6', 'HTR2C', 'CYP3A5', 'CYP3A4', 'SIGMAR1', 'HTR2A']"
eribulin,"['ERBB2', 'ESR2', 'TUBB', 'ESR1', 'TUB', 'PGR', 'CDK2']"
brompheniramine,"['HRH1', 'CHRM4', 'CHRM2', 'CHRM5', 'CHRM3', 'CHRM1']"
demeclocycline,"['AVPR2', 'FEN1', 'IL1A', 'NR1I2', 'TNF', 'IL6']"
lomefloxacin,"['SLC22A5', 'TOP2A', 'ABCC2', 'TOP2B', 'CYP1A2', 'EHMT2']"
methyclothiazide,"['SLC12A1', 'CA1', 'SLC12A3', 'CA2', 'CA4', 'NFE2L2']"
carbinoxamine,"['KCNH2', 'HRH1', 'ORM1', 'ORM2', 'SLC22A2', 'CHRM1']"
mometasone,"['NR3C1', 'CYP2C8', 'CYP3A5', 'CYP3A4', 'PGR', 'ANXA1']"
ingenol mebutate,"['PRKCD', 'PRKCE', 'PRKCB', 'PRKCG', 'PRKCA', 'S100A4']"
indacaterol,"['ABCB1', 'ADRB1', 'UGT1A1', 'ADRB2', 'CYP3A4', 'CHRM1']"
naratriptan,"['HTR1A', 'MAOA', 'HTR1E', 'HTR1B', 'HTR1D', 'HTR1F']"
levorphanol,"['MRGPRX2', 'OPRK1', 'ACHE', 'GRIN2C', 'OPRM1', 'OPRD1']"
moxifloxacin,"['KCNH2', 'PON1', 'TOP2A', 'G6PD', 'CYP1A2', 'ORF1ab']"
pentazocine,"['ABCB1', 'OPRK1', 'ACHE', 'OPRM1', 'SIGMAR1', 'OPRD1']"
lisdexamfetamine,"['CYP2D6', 'ADRA1A', 'TAAR1', 'SLC6A3', 'ADRA1B', 'SLC15A1']"
aclidinium,"['BCHE', 'CHRM4', 'CHRM2', 'CHRM5', 'CHRM3', 'CHRM1']"
tirofiban,"['FGB', 'FGG', 'ITGB3', 'FGA', 'ITGA2B']"
ombitasvir,"['ABCB1', 'UGT1A1', 'CYP2C8', 'IFNL3', 'ABCG2']"
lumefantrine,"['CYP2D6', 'ZSCAN25', 'CYP3A5', 'CYP3A4', 'ATP1A1']"
levobunolol,"['ADRB1', 'CYP2D6', 'ADRB2', 'Adrb3', 'ADRB3']"
rivastigmine,"['CHRNA7', 'BCHE', 'Ache', 'ACHE', 'CHAT']"
micafungin,"['ANI_1_188054', 'GSC2', 'COMT', 'CYP3A4', 'ARSA']"
alosetron,"['CYP2E1', 'HTR3A', 'CYP3A4', 'CYP1A2', 'CYP2C9']"
carglumic acid,"['MAP1LC3B', 'SQSTM1', 'BECN1', 'ATG5', 'CPS1']"
nitisinone,"['GCLM', 'HPD', 'NQO1', 'GCLC', 'HMOX1']"
clidinium,"['Chrm2', 'CHRM2', 'SLC22A2', 'CHRM3', 'CHRM1']"
bimatoprost,"['CYP3A5', 'PTGER3', 'CYP3A4', 'PTGER1', 'PTGFR']"
doxapram,"['CRYGD', 'PRL', 'CRH', 'KCNK3', 'KCNK9']"
rasagiline,"['BCL2', 'MAOA', 'MAOB', 'DRD2', 'CYP1A2']"
apraclonidine,"['ADRA2C', 'ADRA2B', 'ADRA1A', 'GABRA1', 'ADRA2A']"
neostigmine,"['BCHE', 'IL10', 'ACHE', 'PYGL', 'TNF']"
methocarbamol,"['CYP2D6', 'CA1', 'CYP3A4', 'CYP1A2', 'CYP2C9']"
nelarabine,"['POLA1', 'ADA', 'DCK', 'DGUOK']"
deflazacort,"['CYP3A4', 'CYP3A5', 'NR3C1', 'AR']"
frovatriptan,"['HTR1A', 'HTR1D', 'CYP1A2', 'HTR1B']"
trospium,"['CHRM3', 'CHRM1', 'CYP2D6', 'CHRM5']"
tazobactam,"['SLC22A8', 'IL1B', 'TNF', 'SLC22A6']"
methsuximide,"['CACNA1H', 'CACNA1I', 'CACNA1G', 'CYP2C19']"
raltegravir,"['gag-pol', 'UGT1A1', 'ALDH1A2', 'UGT1A9']"
desmopressin,"['AVPR1B', 'OXTR', 'AVPR2', 'AVPR1A']"
phenazopyridine,"['G6PD', 'UTRN', 'SCN1A', 'ABCB4']"
isocarboxazid,"['OGG1', 'MAOA', 'CYP1A2', 'MAOB']"
valrubicin,"['TOP2B', 'ABCB11', 'TOP2A', 'AR']"
levocetirizine,"['CYP3A4', 'SLC22A11', 'ALB', 'HRH1']"
balsalazide,"['PPARG', 'PTGS1', 'PTGS2', 'ALOX5']"
betaxolol,"['ADRB1', 'CYP1A2', 'CYP2D6', 'ADRB2']"
acarbose,"['AMY2A', 'SI', 'MGAM', 'GAA']"
oxandrolone,"['SULT2A1', 'CYP2C9', 'SHBG', 'AR']"
conivaptan,"['AVPR2', 'CYP3A4', 'ABCB1', 'AVPR1A']"
eprosartan,"['AGTR1', 'ABCC2', 'Agtr1a', 'Agtr1b']"
elvitegravir,"['CYP3A4', 'UGT1A1', 'FGF8', 'ALDH1A2']"
eliglustat,"['CYP3A4', 'ABCB1', 'CYP2D6', 'UGCG']"
mivacurium,"['BCHE', 'CHRM3', 'CHRM2', 'CHRNA2']"
dexmethylphenidate,"['SLC6A4', 'SLC6A3', 'Slc6a2', 'SLC6A2']"
polythiazide,"['SLC22A8', 'ALB', 'SLC12A3', 'SLC22A6']"
regadenoson,"['ADORA3', 'ADORA2A', 'ADORA2B', 'ADORA1']"
norelgestromin,"['CYP3A4', 'ALB', 'PGR', 'AR']"
diphenoxylate,"['TP53', 'KCNA3', 'OPRM1', 'OPRD1']"
ledipasvir,"['IFNL3', 'ABCB1', 'ABCG2', 'IFNL4']"
alogliptin,"['CYP3A4', 'CYP2D6', 'DPP8', 'DPP4']"
cyclopentolate,"['CHRM1', 'BCHE', 'CHRM5']"
triprolidine,"['EHMT2', 'HRH1', 'ALB']"
sulfamethizole,"['ALB', 'folP', 'CYP2C9']"
diethylpropion,"['SLC6A4', 'SLC6A3', 'SLC6A2']"
pheniramine,"['NR1I3', 'HRH1', 'HRH4']"
oxacillin,"['SLC15A1', 'SLC22A8', 'SLC15A2']"
lubiprostone,"['CBR1', 'CLU', 'CLCN2']"
enfuvirtide,"['CYP1A2', 'CYP2E1', 'CYP2C19']"
phendimetrazine,"['ADRA1A', 'ADRA1B', 'SLC6A2']"
tinidazole,"['CYP3A4', 'ABCB11', 'NT5E']"
edrophonium,"['BCHE', 'Ache', 'ACHE']"
famciclovir,"['AOX1', 'CSF2', 'UL30']"
ziconotide,"['CACNA1B', 'Cacna1a', 'Cacna1b']"
carteolol,"['ADRB1', 'CYP2D6', 'ADRB2']"
protirelin,"['TRHR', 'Mlnr', 'Trhr']"
benzonatate,"['BCHE', 'SCN5A']"
vecuronium,"['ABCB1', 'CHRNA2']"
bendamustine,"['CYP1A2', 'ATM']"
isometheptene,"['ADRA1A', 'SLC18A2']"
esmolol,"['ADRB1', 'CYP2D6']"
nepafenac,"['PTGS2', 'PTGS1']"
icatibant,"['BDKRB2', 'BDKRB1']"
edoxaban,"['ABCB1', 'F10']"
eflornithine,"['ODC1', 'EHMT2']"
olsalazine,"['KMT2A', 'MEN1']"
piperacillin,"['SLC22A8', 'SLC22A6']"
bedaquiline,"['CYP3A4', 'JX352_RS07770']"
bismuth subsalicylate,"['ALB', 'TF']"
degarelix,"['GNRHR2', 'GNRHR']"
pentostatin,"['ADA', 'PRKAA1']"
dihydrocodeine,"['CYP3A4', 'CYP2D6']"
acrivastine,"['FOS', 'HRH1']"
sapropterin,['PAH']
anagrelide,['PDE3A']
zanamivir,['NEU2']
pegaptanib,['NRP1']
gemifloxacin,['CYP1A2']
teduglutide,['GLP2R']
desirudin,['F2']
nafarelin,['GNRHR']
methohexital,['GABRA1']
travoprost,['PTGFR']
carbidopa,['DDC']
iodipamide,['ALB']
gluconolactone,['LCT']
paritaprevir,['IFNL3']
