Drug,Targets
4-{[4-amino-6-(cyclohexylmethoxy)-5-nitrosopyrimidin-2-yl]amino}benzamide,"['CDK2', 'CCNA2']"
4-methylthio-alpha-d-mannose,[]
alpha-phosphoribosylpyrophosphoric acid,"['APRT', 'HPRT1', 'UCKL1']"
ribociclib,"['CDK4', 'CDK6']"
guanadrel,['SLC6A2']
ru78191,['SRC']
almotriptan,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C19', 'CYP2C8', 'MAOA', 'HTR1D', 'HTR1B', 'FMO3']"
"(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",['MAN2A1']
"3,4-dimethylaniline",[]
biliverdine ix alpha,"['BLVRB', 'HMOX1', 'MB']"
naproxen,"['PTGS2', 'CYP1A2', 'PTGS1', 'CYP2C9', 'ALB', 'CYP2C8', 'SLCO1A2', 'SLC22A6', 'UGT1A1', 'UGT2B7']"
sodium tetradecyl sulfate,"['PROC', 'PROS1']"
"2-[1-(4-chloro-phenyl)-ethyl]-4,6-dinitro-phenol",[]
3-fluoro-2-(phosphonooxy)propanoic acid,[]
7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester,['MIF']
farnesyl thiopyrophosphate,"['GGPS1', 'MVK']"
ica-105665,"['KCNQ2', 'KCNQ3', 'KCNQ1', 'KCNQ4', 'KCNQ5']"
gadobenic acid,['ALB']
cibacron blue,"['GSTP1', 'NQO1']"
progabide,"['GABBR1', 'GABRA1']"
d-alanine,['SLC16A10']
farnesyl diphosphate,"['FDPS', 'GGPS1', 'RABGGTA', 'RABGGTB', 'FNTB', 'FNTA', 'KRAS']"
elvitegravir,['CYP3A4']
rolicyclidine,"['GRIN3A', 'DRD2']"
calcidiol,"['VDR', 'CYP24A1', 'CYP27B1']"
"synthetic conjugated estrogens, a","['CYP1A2', 'CYP3A4', 'ESR1']"
lm-609,['ITGB3']
ru90395,['SRC']
zebularine,[]
methacycline,['ALB']
cyproterone acetate,"['CYP2D6', 'CYP19A1', 'AR']"
cinnarizine,"['CYP1A2', 'CYP2D6', 'CYP2C9', 'CYP1A1', 'CYP2B6', 'CYP2A6', 'DRD2', 'HRH1', 'CACNA1C', 'CACNA1H', 'CACNA1D', 'CACNA1S', 'CACNA1G', 'CACNA1F', 'CACNA1I']"
saxagliptin,"['CYP3A4', 'CYP3A5', 'ABCC1', 'SLC22A8', 'DPP4']"
6-hydroxydopa quinone,['AOC3']
lumefantrine,"['CYP2D6', 'CYP3A4']"
tris(hydroxyethyl)aminomethane,['AMY1C']
isoflurane,"['CYP2E1', 'ALB', 'GRIA1', 'GLRA1', 'MT-ND1', 'CYP2B6', 'KCNA1', 'ATP2C1', 'ATP5D', 'GABRA1', 'CALM3']"
"(5r)-5-(4-{[(2r)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2h-chromen-2-yl]methoxy}benzyl)-1,3-thiazolidine-2,4-dione","['CYP2C8', 'FABP4']"
probenecid,"['ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'ALB', 'CYP2C19', 'CYP2C8', 'ABCC3', 'ABCC1', 'SLCO1A2', 'SLC10A1', 'SLC22A6', 'SLC22A6', 'SLC16A7', 'SLC16A1', 'SLC22A2', 'SLC22A1', 'SLC22A5', 'SLC22A8', 'SLC22A8', 'ABCC4', 'ABCC5', 'ABCC11', 'SLC22A11', 'SLC22A11', 'SLCO1C1', 'ABCC6', 'SLC22A12', 'PANX1']"
zk-806711,['PRSS1']
"2-amino-7-[2-(2-hydroxy-1-hydroxymethyl-ethylamino)-ethyl]-1,7-dihydro-purin-6-one",['PNP']
[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,['F2']
naratriptan,"['MAOA', 'HTR1D', 'HTR1B', 'HTR1F', 'HTR1A']"
pyruvoyl group,['PLA2G1B']
pargyline,"['MAOA', 'MAOB']"
"d-limonene 1,2-epoxide",[]
3-acetyl pyridine adenine dinucleotide,[]
2-anhydro-3-fluoro-quinic acid,[]
"(5beta)-pregnane-3,20-dione","['RXRA', 'AKR1D1', 'NCOA1', 'NR1I3']"
4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine,['HPGDS']
follitropin beta,['FSHR']
"n,n'-bis(4-amino-2-methylquinolin-6-yl)urea",[]
6-[(z)-amino(imino)methyl]-n-[3-(cyclopentyloxy)phenyl]-2-naphthamide,['PLAU']
mant-adp,['MYH14']
sd146,[]
sulfapyridine,['CYP2C9']
1-methoxy-2-[2-(2-methoxy-ethoxy]-ethane,"['PPIF', 'FYN', 'PFN2']"
"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",['AKR1B1']
azd3409,"['FNTB', 'FNTA']"
"inositol-(1,3,4,5,6)-pentakisphosphate",['CYTH3']
2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,['PRSS1']
2-amino-3-oxo-4-sulfo-butyric acid,['STS']
antrafenine,"['PTGS2', 'PTGS1']"
cintredekin besudotox,['IL13']
(s)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,[]
6-(difluoro-phosphono-methyl)-naphthalene-2-carboxylic acid,['PTPN1']
hydroxyproline,[]
"(1s,4r,9s)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",['PNMT']
n-{1-[5-(1-carbamoyl-2-mercapto-ethylcarbamoyl)-pentylcarbamoyl]-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethyl}-3-{2-[4-(difluoro-phosphono-methyl)-phenyl]-acetylamino}-succinamic acid,['PTPN1']
gemifloxacin,[]
nox-700,"['NFKB1', 'NFKB2']"
(2s)-2-(4-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid,['ACACB']
5-[2-(trifluoromethyl)phenyl]-2-furoic acid,[]
pirbuterol,"['ADRB1', 'ADRB2']"
beta-hydroxyasparagine,['MASP2']
dihydromorphine,"['OPRM1', 'OPRK1', 'OPRD1', 'POMC', 'TRIM13']"
1-proponol,['LYZ']
tiapride,"['DRD2', 'HRH1', 'DRD3']"
tiludronic acid,"['ATP6V1A', 'PTPN1']"
doxacurium chloride,"['BCHE', 'CHRNA2', 'CHRM2']"
"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2h-pyrido[3,2-b][1,4]oxazin-3(4h)-one",['SYK']
amlodipine,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP3A5', 'CYP2C8', 'CYP1A1', 'CYP2B6', 'CYP2A6', 'CA1', 'CACNA1C', 'CACNA2D1', 'CACNB2', 'CACNA1D', 'CACNA1S', 'CACNA1B', 'CACNA2D3', 'SMPD1']"
2-({5-chloro-2-[(2-methoxy-4-morpholin-4-ylphenyl)amino]pyrimidin-4-yl}amino)-n-methylbenzamide,['PTK2']
"5-(aminomethyl)-6-(2,4-dichlorophenyl)-2-(3,5-dimethoxyphenyl)pyrimidin-4-amine",['DPP4']
"({[(3e)-2'-oxo-2',7'-dihydro-2,3'-biindol-3(7h)-ylidene]amino}oxy)acetic acid",['PYGM']
3-chloro-2-(4-hydroxyphenyl)-2h-indazol-5-ol,"['ESR1', 'NCOA2']"
azd6140,['P2RY12']
"s-adenosyl-1,8-diamino-3-thiooctane",[]
1-chloro-6-(4-hydroxyphenyl)-2-naphthol,"['ESR2', 'NCOA1']"
"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",['MAPK10']
proline betaine,[]
cpad,['ADH1C']
"(s)-2-chloro-n-(1-(2-(2-hydroxyethylamino)-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl)-6h-thieno[2,3-b]pyrrole-5-carboxamide",['PYGM']
sodium fluoride,"['GPT', 'MT-CO1']"
pranlukast,"['TNF', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYSLTR1', 'NFKB1', 'IL5', 'MUC2']"
buprenorphine,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'CYP2C18', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'ABCG2', 'CYP2A6', 'OPRM1', 'OPRK1', 'OPRD1']"
"n~2~,n~2~-dimethyl-n~1~-(6-oxo-5,6-dihydrophenanthridin-2-yl)glycinamide","['EEF2', 'PARP3', 'PARP15']"
dextromethorphan,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'GRIN3A', 'CYP2B6', 'SLC6A4', 'SLC6A2', 'CHRNA4', 'CHRNA7', 'CHRNB2', 'CHRNA2', 'CHRNA3', 'CHRNB4', 'OPRM1', 'OPRK1', 'OPRD1', 'SIGMAR1', 'PGRMC1']"
"3ar,5r,6s,7r,7ar-5-hydroxymethyl-2-methyl-5,6,7,7a-tetrahydro-3ah-pyrano[3,2-d]thiazole-6,7-diol",['HEXB']
danazol,"['GNRHR', 'CYP3A4', 'CYP19A1', 'ESR1', 'PGR', 'AR', 'SHBG', 'CCL2']"
ly374571,['MTHFD1']
"4-(5-phenyl-1h-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",['SGK1']
uridine-diphosphate-n-acetylglucosamine,"['GALE', 'UAP1', 'MGAT1']"
cb1954,['NQO2']
"n-(8,9,10-trihydroxy-7-hydroxymethyl-2,4-dioxo-6-oxa-1,3-diaza-spiro[4.5]dec-3-yl-acetamide",['PYGM']
moricizine,['SCN5A']
raloxifene core,"['ESR1', 'NCOA2']"
2-{4-[(2s)-2-[({[(1s)-1-carboxy-2-phenylethyl]amino}carbonyl)amino]-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,['PTPN1']
l-alpha-glycerophosphorylserine,['ANXA5']
trimetrexate,['DHFR']
"(9as)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3h-fluoren-3-one",['ESR2']
4-[(3s)-1-azabicyclo[2.2.2]oct-3-ylamino]-3-(1h-benzimidazol-2-yl)-6-chloroquinolin-2(1h)-one,['CHEK1']
"1,3,2-dioxaborolan-2-ol",['PRSS3']
ivabradine,['CYP3A4']
alrestatin,['AKR1B1']
gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine,"['GSTM4', 'PDE5A', 'PDE9A']"
"phosphoric acid mono-[3-amino-5-(5-methyl-2,4-dioxo-3,4-dihydro-2h-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl] ester",['DTYMK']
"3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid dimethylamide",['PTPN1']
(methylpyridazine piperidine butyloxyphenyl)ethylacetate,[]
acetylcarnitine,['SLC22A5']
1-(1-phenylcyclopentyl)methylamine,['DPP4']
l-[(n-hydroxyamino)carbonyl]phenylalanine,['CPA1']
"2-deoxy-3,4-bis-o-[3-(4-hydroxyphenyl)propanoyl]-l-threo-pentaric acid",['PYGM']
"4-[3-oxo-3-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-naphthalen-2-yl)-propenyl]-benzoic acid",['RARG']
fluocinolone acetonide,"['PLA2G4A', 'NR3C1', 'SERPINA6']"
perchlorate ion,[]
oxytocin,"['OXTR', 'OXT', 'PREP']"
3-hydroxyglutaric acid,['HMGCL']
"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol",['ESR2']
chlorhexidine,['HNMT']
"n-[4-(2,4-dimethyl-1,3-thiazol-5-yl)pyrimidin-2-yl]-n'-hydroxyimidoformamide",['CDK2']
"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",['SGK1']
3-amino-4-oxybenzyl-2-butanone,['CTSB']
"d-gluconhydroximo-1,5-lactam",['LCT']
tyloxapol,['LPL']
1-(4-thiophen-2-ylphenyl)methanamine,['LTA4H']
letrozole,"['CYP3A4', 'CYP19A1', 'CYP19A1', 'CYP2A6']"
telaprevir,"['ABCB1', 'CYP3A4', 'ALB', 'ORM1']"
3'-azido-3'-deoxythymidine-5'-monophosphate,['DTYMK']
"2-amino-4-(4-amino-cyclohexa-2,5-dienyl)-butyric acid",[]
"(n-{4-[(ethylanilino)sulfonyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",['PDK2']
"(6s)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6h)-one",['PREP']
"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione",['NQO1']
biotin,"['PC', 'PCCB', 'HLCS', 'SLC5A6', 'MCCC2', 'ACACB', 'MCCC1', 'PCCA', 'ACACA', 'CYP1B1']"
n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,"['CDK2', 'AURKA']"
osanetant,['TACR3']
"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",['PYGM']
"5-nitro-6-ribityl-amino-2,4(1h,3h)-pyrimidinedione",[]
"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1h-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",['PDE5A']
ganirelix,['GNRHR']
"2-chloro-4-[(7r,7as)-7-hydroxy-1,3-dioxotetrahydro-1h-pyrrolo[1,2-c]imidazol-2(3h)-yl]-3-methylbenzonitrile",['AR']
prasterone,"['CYP3A4', 'HSD17B1', 'NR1I2', 'ESR1', 'ESR2', 'SULT2A1', 'SIGMAR1', 'PPARA', 'AR', 'SULT2B1', 'NR1I3']"
"al-6629, [2h-thieno[3,2-e]-1,2-thiazine-6-sulfonamide,2-(3-methoxyphenyl)-3-(4-morpholinyl)-, 1,1-dioxide]",['CA2']
p1-(adenosine-5'-p5-(uridine-5')pentaphosphate,['CMPK1']
"3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole",['CDK2']
[[n-(benzyloxycarbonyl)amino]methyl]phosphate,[]
uridine-diphosphate-n-acetylgalactosamine,"['GALE', 'UAP1', 'ABO']"
radicicol,"['DLAT', 'HSP90B1', 'HSP90AB1', 'PDK3']"
tp-508,['FGF4']
3-(3-methylbut-2-en-1-yl)-3h-purin-6-amine,[]
nisoldipine,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP3A5', 'CACNA1C', 'CACNA2D1', 'CACNB2', 'CACNA1D', 'CACNA1S']"
pazopanib,"['CYP1A2', 'CYP2D6', 'ABCB1', 'FGFR3', 'CYP3A4', 'CYP2C8', 'ABCG2', 'SLCO1B1', 'PDGFRB', 'PDGFRA', 'UGT1A1', 'FLT4', 'KDR', 'KIT', 'FLT1', 'FGF1', 'ITK', 'SH2B3']"
3-(4-hydroxy-phenyl)pyruvic acid,"['F2', 'MIF']"
"s-methyl-4,5,6,7-tetrabromo-benzimidazole",['CSNK2A1']
protoporphyrin ix containing zn,['CYCS']
benzimidazole,[]
2-methylthio-n6-isopentenyl-adenosine-5'-monophosphate,[]
amd-070,"['CXCR4', 'CCR5']"
cyclizine,"['CYP2C9', 'HRH1', 'SULT1E1']"
flurbiprofen,"['PTGS2', 'PTGS1', 'CYP2C9', 'UGT1A9', 'ALB', 'SLC22A6', 'ABCC4', 'UGT1A1', 'UGT1A3', 'UGT2B7', 'UGT2B4']"
"guanosine 5'-(trihydrogen diphosphate), p'-d-mannopyranosyl ester",[]
"5-methyl-6-phenylquinazoline-2,4-diamine",[]
2-dimethylamino-ethyl-diphosphate,[]
cladribine,"['ABCG2', 'SLC22A2', 'SLC22A1', 'RRM1', 'RRM2', 'RRM2B', 'POLA1', 'POLE', 'POLE2', 'POLE3', 'POLE4', 'PNP', 'DCK', 'SLC28A3']"
erythrityl tetranitrate,"['NPR1', 'NPR2']"
bv1,[]
"(2z)-5'-bromo-2,3'-biindole-2',3(1h,1'h)-dione ammoniate",['CDK2']
"3,3-dichloro-2-phosphonomethyl-acrylic acid",[]
colforsin,"['ABCB1', 'ADCY2', 'GNAS', 'ADCY5']"
3-(4-nitrophenyl)-1h-pyrazole,['HPGDS']
16-bromoepiandrosterone,['G6PD']
"3-phenyl-1,2-propandiol",['REN']
mb07803,['FBP1']
"(9s,10s)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",['GSTM1']
l-threonine,"['SLC16A10', 'TARS', 'TARS2']"
galactose grease,['ABO']
[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,['SRC']
"7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide",[]
ccx282,['CCR9']
"(1s,2s,3r,6r)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",['MAN2A1']
lll-3348,['IL10']
n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,['CTSB']
amikacin,[]
"3,6,9,12,15,18-hexaoxaicosane",['PIN1']
"3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid (4-sulfamoyl-phenyl)-amide",['PTPN1']
zanamivir,['NEU2']
prednicarbate,['NR3C1']
uridine-5'-diphosphate,"['CMPK1', 'B3GAT1', 'GYG1', 'ABO', 'B3GAT3']"
sibutramine,"['CYP3A4', 'SLC6A4', 'SLC6A3', 'SLC6A2']"
clotiazepam,"['CYP3A4', 'CYP2C18', 'CYP2C19', 'CYP2B6', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA5', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRP', 'GABRR1', 'GABRR2']"
tolazoline,"['ADRA1A', 'HRH1', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'HRH2']"
(2r)-n-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,[]
penbutolol,"['ADRB1', 'ADRB2', 'HTR1B', 'HTR1A', 'ORM1']"
treprostinil,"['CYP2C9', 'PPARD', 'P2RY12', 'PTGIR']"
prenylamine,"['CALM3', 'MYLK2']"
4-chloro-n-(3-methoxypropyl)-n-[(3s)-1-(2-phenylethyl)piperidin-3-yl]benzamide,[]
metreleptin,['LEPR']
pyrithiamine pyrophosphate,['TPK1']
n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,['F2']
"2-(3,4-dihydro-3-oxo-2h-benzo[b][1,4]thiazin-2-yl)-n-hydroxyacetamide",[]
besifloxacin,[]
amrubicin,['TOP2A']
 3-(5-amino-3-imino-3h-pyrazol-4-ylazo)-benzoic acid,[]
(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,['SRC']
methacrylyl-coenzyme a,['ACAD8']
delta-amino valeric acid,"['GATM', 'ALAD']"
(4-fluorophenyl)(pyridin-4-yl)methanone,['LTA4H']
3-amino-5-phenylpentane,"['CTSK', 'CTSV']"
cyclic guanosine monophosphate,"['SLC22A6', 'PRKAR1A', 'PDE2A', 'HCN2']"
bleomycin,"['LIG1', 'LIG3', 'BLMH']"
amido phenyl pyruvic acid,"['TPSB2', 'TPSAB1']"
"1-(2-deoxy-2-fluoro-3-o-phosphono-beta-l-ribofuranosyl)pyrimidine-2,4(1h,3h)-dione",['RNASE1']
"5,6-dimethylbenzimidazole",[]
gonadorelin,['GNRHR']
(5-(pyridin-3-yl)furan-2-yl)methanamine,['CYP2A6']
lx1031,['TPH1']
"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",[]
"3-[[(methylamino)sulfonyl]amino]-2-oxo-6-phenyl-n-[3,3,3-trifluoro-1-(1-methylethyl)-2-oxophenyl]-1(2h)-pyridine acetamide",['CELA1']
5-[(2-aminoethyl)amino]-6-fluoro-3-(1h-pyrrol-2-yl)benzo[cd]indol-2(1h)-one,['CDK2']
"(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",['DPP4']
"3-[(5s)-1-acetyl-3-(2-chlorophenyl)-4,5-dihydro-1h-pyrazol-5-yl]phenol",['KIF11']
leflunomide,"['CYP1A2', 'CYP2C9', 'ABCG2', 'AHR', 'DHODH', 'PTK2B']"
"2-{4-[2-(2-amino-4-oxo-4,7-dihydro-3h-pyrrolo[2,3-d]pyrimidin-5-yl)-ethyl]-benzoylamino}-3-methyl-butyric acid",[]
2-[4-chloro-2-(phenylcarbonyl)phenoxy]-n-phenylacetamide,[]
triazolam,"['CYP3A4', 'CYP2C9', 'CYP3A5', 'CYP2C8', 'TSPO', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRP', 'GABRR1', 'GABRR2', 'GABRQ']"
1-hydroxy-2-s-glutathionyl-3-para-nitrophenoxy-propane,['GSTM4']
wrr-112,['CTSF']
4-({[(4-methylpiperazin-1-yl)amino]carbonothioyl}amino)benzenesulfonamide,['CA2']
pradefovir mesylate,['CYP3A4']
chlorphenesin,"['PTGS2', 'CYP3A4', 'XDH', 'CYP19A1', 'BCHE']"
daunorubicin,"['CYP1A2', 'ABCB1', 'CYP3A4', 'XDH', 'ABCC2', 'CYP3A5', 'ABCB11', 'ABCC1', 'ABCC10', 'ABCG2', 'CYP1B1', 'SLC22A2', 'CYP1A1', 'POR', 'TOP2A', 'ABCC6', 'TOP2B']"
3-hydroxy-propanoic acid,[]
4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,['F10']
n-acetylmethionine,['RHO']
ipilimumab,['CTLA4']
(4e)-4-aminohex-4-enoic acid,[]
n-acetylalanine,['AKR1B1']
n-butyl-3-{[6-(9h-purin-6-ylamino)hexanoyl]amino}benzamide,['AURKA']
omapatrilat,"['ACE', 'MME']"
lofexidine,['ADRA2A']
bepotastine,['HRH1']
mcc,['AIFM1']
modified ribosylated glutamyl ester,[]
(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,['NMT2']
retapamulin,['CYP3A4']
sinapoyl coenzyme a,['COMTD1']
"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",['CDK2']
elosulfase alfa,['GALNS']
oxitriptan,[]
fucitol,[]
3r-hydroxydecanoyl-coa,['HSD17B4']
"3,5,6,8-tetramethyl-n-methyl phenanthrolinium",['METAP2']
"2-({[3-(3,4-dihydroisoquinolin-2(1h)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",['PPARD']
(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid,['SKP1']
4-iodopyrazole,"['ADH1A', 'ADH1C', 'ADH1B']"
balsalazide,"['PTGS2', 'PTGS1', 'PPARG', 'ALOX5']"
fenfluramine,"['CYP2D6', 'SLC6A4', 'HTR2C', 'HTR2B']"
afelimomab,['TNF']
10-cf3c(oh)2-ddacthf,['GART']
firocoxib,['PTGS2']
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",['CA2']
5'-s-[2-(decylamino)ethyl]-5'-thioadenosine,[]
exemestane,"['CYP3A4', 'CYP19A1', 'CYP19A1']"
antithrombin iii human,['SERPINC1']
"(1s)-1-(9-deazaadenin-9-yl)-1,4,5-trideoxy-1,4-imino-5-methylthio-d-ribitol",['MTAP']
cx157,['MAOA']
sulfamethoxazole,"['PTGS1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'ALB', 'CYP2C8', 'NAT2', 'NAT1']"
sparteine,['CYP2D6']
prednisolone,"['ABCB1', 'CYP3A4', 'SLCO1A2', 'CYP2A6', 'NR3C1', 'SERPINA6']"
2-amino-5-hydroxy-benzimidazole,['PLAU']
thiotepa,"['CYP3A4', 'CYP2B6']"
n-hydroxy-4-phosphono-butanamide,['TPI1']
l-phospholactate,['PKM']
edetic acid,"['CYP1A2', 'CYP19A1', 'ADA']"
citric acid,"['GNMT', 'RNASE1', 'APRT', 'BHMT', 'AKR1B1', 'MDH2', 'SLCO2B1', 'PDE5A', 'SRC', 'HS3ST3A1', 'MIF', 'CS', 'UCK2', 'LSM6', 'C8G', 'ANG', 'TNFSF13B', 'CTDSP1', 'HGS', 'PLEKHA1', 'ITPA']"
bis-napthyl beta-ketophosphonic acid,['CTSG']
"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)",['PTPN1']
butabarbital,"['GRIA2', 'GRIK2', 'CHRNA4', 'CHRNA7']"
efavirenz,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'CYP2B6']"
chenodeoxycholic acid,"['CYP3A4', 'CYP27A1', 'UGT2B7', 'NR1H4']"
"guanosine-2',3'-o-methylidenephosphonate",['PNP']
"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",['HSP90AA1']
"3-(4-amino-1-tert-butyl-1h-pyrazolo[3,4-d]pyrimidin-3-yl)phenol","['CBR1', 'CBR1']"
"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium","['CRP', 'ELSPBP1']"
cysteamine,"['MPO', 'SST', 'NPY2R']"
"1-((2-hydroxyethoxy)methyl)-5-(phenylthio)pyrimidine-2,4(1h,3h)-dione",[]
m-aminophenylboronic acid,[]
2-phenyl-4h-benzo[h]chromen-4-one,['CYP1A2']
dasatinib,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP3A5', 'ABCG2', 'PDGFRB', 'CYP1B1', 'CYP1A1', 'ABL2', 'ABL1', 'FMO3', 'KIT', 'SRC', 'EPHA2', 'LCK', 'YES1', 'STAT5B', 'FYN']"
formoterol,"['CYP2D6', 'CYP2C9', 'CYP2C19', 'CYP2A6', 'ADRB2']"
diethylcarbamazine,"['PTGS1', 'BCHE', 'ALOX5']"
alpha-d-glucose 6-phosphate,"['PYGM', 'AKR1B1', 'HK1', 'GPI']"
"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline",['PNMT']
mepivacaine,['SCN10A']
molecular iodine,['MT-ND5']
"5-chloro-thiophene-2-carboxylic acid ((3s,4s)-4-fluoro- 1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-pyrrolidin-3-yl)-amide",['F10']
3-fluoro-5-morpholin-4-yl-n-[1-(2-pyridin-4-ylethyl)-1h-indol-6-yl]benzamide,['MAPK14']
1-(5-tert-butyl-2-methyl-2h-pyrazol-3-yl)-3-(4-chloro-phenyl)-urea,['MAPK14']
"5,10-dimethylene tetrahydromethanopterin",[]
[(2-ethoxy-1-naphthoyl)amino]methylboronic acid,[]
